Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),Automation Risk 2020 (%),Automation Risk 2021 (%),Automation Risk 2022 (%),Automation Risk 2023 (%),Automation Risk 2024 (%)
"Nurse, adult",Finance,Decreasing,High,111402.35,Bachelor’s Degree,16,1828,3646,37.49,80.45,Australia,27.34,72.56,73,76.27,79.03,73.02
"Engineer, energy",Finance,Increasing,Moderate,124865.21,Associate Degree,11,920,339,28.33,58.64,Australia,27.66,51.73,55.97,55.55,59.39,52.63
Manufacturing systems engineer,Transportation,Decreasing,Low,52346.48,Master’s Degree,16,1353,8219,1.25,64.76,Brazil,77.58,62.33,64.59,61.69,62.04,68.7
"Psychotherapist, child",IT,Increasing,Moderate,40475.95,Bachelor’s Degree,9,722,7104,82.18,1,India,43.05,0,0,0,0,1.05
"Presenter, broadcasting",Finance,Increasing,Moderate,102297.35,High School,14,1924,5181,33.57,79.48,USA,57.75,77.64,72.28,76.89,75.04,82.32
"Solicitor, Scotland",Finance,Decreasing,Low,37316.13,Master’s Degree,3,7191,8775,41.84,29.88,UK,74.53,26.34,26.36,27.82,30.43,29.82
Barrister,Healthcare,Decreasing,Low,104746.03,PhD,18,3539,1834,32.28,49.11,Germany,40.64,46.13,46.85,50.03,45.23,51.52
"Sales professional, IT",Education,Decreasing,Moderate,76981.12,Master’s Degree,20,6514,4368,3.73,40.87,Australia,78.79,33.09,39.07,37.56,47.64,34.03
Insurance risk surveyor,Manufacturing,Increasing,Moderate,95488.43,High School,7,7200,7553,4.39,67.26,Brazil,37.89,62.12,61.64,67.8,70.06,66.11
Government social research officer,Healthcare,Increasing,Moderate,74091.73,Bachelor’s Degree,8,9910,8472,57.35,80.67,China,49.57,67.25,85.77,82.78,86.57,79.48
Chartered accountant,Education,Increasing,Low,85306.47,Bachelor’s Degree,2,2718,9834,70.08,26.27,Germany,53.13,25.29,23.65,20.3,24.63,23.87
"Surveyor, building",Retail,Decreasing,Low,118694.59,Bachelor’s Degree,16,1281,1299,99.86,61.05,Brazil,54.11,57.59,53.25,61.29,60.93,53.33
Clinical biochemist,Healthcare,Decreasing,Low,68533.83,Bachelor’s Degree,7,1369,2959,58.95,5.94,China,30.68,0,2.83,6.05,8.68,3.79
Fine artist,Healthcare,Decreasing,Moderate,86386.53,PhD,16,9355,1686,87.85,99.31,India,67.69,93.8,91.21,96.55,97.22,100
"Nurse, mental health",Transportation,Decreasing,Low,104250.87,Associate Degree,5,1008,8290,46.68,12.98,Australia,71.42,6.69,12.05,12.32,10.48,10.83
"Scientist, forensic",Entertainment,Increasing,Moderate,107004.15,Associate Degree,3,558,8102,53.54,15.35,Australia,76.43,9.87,9.86,11.66,9.76,13.71
Equities trader,Healthcare,Decreasing,Low,78954.92,Master’s Degree,8,7768,7350,20.33,14.48,UK,45.02,11.59,13.09,15.67,13.28,12.16
Secondary school teacher,IT,Decreasing,Moderate,40013.07,Master’s Degree,13,3514,9533,89.34,25.74,UK,65.4,14.31,21.02,21.76,22.51,24.61
Operations geologist,Transportation,Decreasing,Low,74334.6,PhD,10,7801,8268,63.27,91.2,USA,55.31,91.25,89.71,90.42,95.85,90.72
Broadcast presenter,Finance,Increasing,Moderate,115306.71,Associate Degree,10,8997,1418,75.69,41.16,China,25.78,33.3,39.93,36.01,35.43,41.09
"Therapist, music",IT,Decreasing,High,64871.07,High School,4,3084,8491,0.28,88.63,China,20.37,81.57,77.52,86.28,84.69,84.73
"Designer, industrial/product",Entertainment,Decreasing,Low,31750.79,Associate Degree,15,3000,5884,65.03,20.25,Brazil,70.93,16.82,16.15,18.12,22.37,18.85
Museum/gallery conservator,Retail,Decreasing,Low,146233.37,Master’s Degree,13,5913,3797,92.63,0.35,USA,72.35,0,0,0,0,0
Animal technologist,Entertainment,Increasing,High,63407.21,Master’s Degree,10,5627,4374,68.64,78.92,UK,78.94,69.68,72.76,71,85.9,74.49
Museum/gallery exhibitions officer,Entertainment,Increasing,High,111027.37,Master’s Degree,5,1248,9234,1.97,93.08,India,52.18,84.85,89,90.89,93.64,90.66
Furniture designer,Manufacturing,Decreasing,High,71723.87,Bachelor’s Degree,16,3179,9402,96.8,58.85,Germany,75.3,50.87,59.52,52.84,56.07,57.98
Visual merchandiser,Entertainment,Decreasing,Low,105959.6,PhD,20,2053,4701,69.5,54.13,Brazil,23.36,52.57,52.69,50.21,53.37,48.58
"Journalist, newspaper",Manufacturing,Increasing,Moderate,144857.32,Associate Degree,8,3053,1833,6.08,86.92,Brazil,76.21,91.95,80.42,88.22,81.32,88.75
Television production assistant,Entertainment,Increasing,Low,144612.27,Master’s Degree,11,4918,9371,56.74,26.44,Germany,71.15,20.61,25.69,28.71,25.21,27.04
"Psychologist, counselling",Transportation,Decreasing,Moderate,76485.88,Bachelor’s Degree,7,7482,352,56.09,26.04,China,79.23,23.26,20.72,25.2,23,29.98
Dispensing optician,Transportation,Decreasing,Low,35132.84,Associate Degree,11,7251,7528,57.9,61.5,India,45.3,53.95,59.24,55.97,64.09,69.14
Computer games developer,Finance,Increasing,Moderate,66844.62,High School,12,797,6729,23.97,11.68,China,30.38,6.2,10.45,9.62,12.38,12
Sports administrator,Finance,Increasing,Moderate,121728.38,PhD,3,1178,2303,95.08,38.13,USA,76.58,36.78,37.6,33.24,34.51,36.4
Clinical cytogeneticist,Education,Decreasing,High,91311.49,Bachelor’s Degree,15,9039,1747,11.26,48.95,Canada,24.02,43.87,48,51.36,49.21,47.37
Equities trader,IT,Decreasing,Moderate,144313.06,PhD,19,2577,7954,51.28,63.15,Germany,32.12,56.47,50.51,54.81,59.13,63.41
Race relations officer,Entertainment,Decreasing,Moderate,103223.61,Master’s Degree,6,5133,5206,0.41,54.04,Germany,29.19,48.27,50.68,50.31,50.81,49.48
Planning and development surveyor,Transportation,Decreasing,Moderate,44044.1,Bachelor’s Degree,16,5048,3986,43.1,65.33,Brazil,67.46,61.87,59.76,62.81,61.15,66.37
Chiropractor,Education,Decreasing,Low,106169.33,High School,20,9648,9135,63.96,60.31,China,73.8,58.93,59.8,56.74,56.9,61
Freight forwarder,Finance,Decreasing,High,94751.26,Master’s Degree,8,7544,4016,86.93,85.09,Germany,49.27,71.53,82.37,79.96,78.02,77.45
"Designer, fashion/clothing",Healthcare,Decreasing,High,72429.88,Associate Degree,6,9238,9841,74.97,86.75,China,27.08,86.99,74.4,86.34,85.76,88.58
Electrical engineer,Transportation,Decreasing,Low,30137.97,PhD,11,3250,9457,73.67,62.4,UK,77.07,55.24,57.33,61.4,61.18,64.66
"Teacher, early years/pre",Entertainment,Increasing,Moderate,74101.92,Bachelor’s Degree,12,4628,6683,16.13,73.11,Australia,36.7,67.95,74.27,70.62,77.11,78.46
Medical secretary,Healthcare,Decreasing,Moderate,58270.17,Associate Degree,6,8850,7454,20.96,84.68,Canada,35.53,88.76,79.3,87.8,83.39,84.01
English as a foreign language teacher,Manufacturing,Increasing,Moderate,97562.93,PhD,2,7935,3177,84.41,14.37,India,66.04,11.95,10.49,8.75,12.82,17.22
"Engineer, chemical",Entertainment,Decreasing,Low,104419.51,Bachelor’s Degree,2,5675,4391,53.12,17.31,China,79.44,13.11,14.36,16.01,15.17,16.21
Education administrator,Manufacturing,Increasing,Low,40478.29,PhD,18,7043,8517,92.12,10.83,China,55.31,8.26,7.84,11.54,13.57,11.11
Food technologist,Transportation,Decreasing,Low,73025.52,High School,18,4994,6039,90.39,47.46,UK,25.95,42.53,46.15,42.02,42.02,46.51
Production manager,Healthcare,Decreasing,High,130125.98,High School,12,3239,9952,51.13,30.84,China,70.7,30,31.14,29.45,30.98,30.63
"Education officer, community",Healthcare,Increasing,Moderate,56514.54,Associate Degree,12,440,883,64.98,63.83,Germany,49.63,60.49,57.32,66.1,61.19,66.05
"Therapist, music",IT,Decreasing,Moderate,44597.54,PhD,13,9097,9013,24.95,52.13,Brazil,44.74,44.52,43.2,45.1,47.36,50.97
Aid worker,Education,Decreasing,High,140549.55,Associate Degree,0,1918,7652,88.32,34.25,UK,64.53,33.99,33.44,30.29,29.63,35.3
Exercise physiologist,Finance,Increasing,Low,36146.81,Associate Degree,11,4482,8722,72.62,20.77,Canada,39.03,20.68,19.45,22.57,18.03,19.92
Seismic interpreter,Education,Decreasing,Low,58979.6,PhD,15,8870,7901,8.53,91.89,USA,33.17,95.8,83.53,92.47,92.53,97.49
Dentist,Manufacturing,Decreasing,High,81515.27,Bachelor’s Degree,20,5889,329,90.74,29.69,China,36.31,22.17,24.99,24.94,27.35,25.72
Biomedical engineer,Healthcare,Increasing,High,31635.13,Associate Degree,18,8928,5744,98.23,6.22,Brazil,37.56,3.21,3.38,3.42,5.14,6.18
"Production assistant, television",Education,Decreasing,Low,50280.33,Master’s Degree,1,3817,220,51.61,88.47,UK,65.02,92.89,86.67,92.95,84.39,85.54
"Designer, furniture",IT,Decreasing,Moderate,117718.41,Bachelor’s Degree,20,1325,689,80.44,35.51,India,51.85,32.12,32.64,26.66,26.89,37.88
Land/geomatics surveyor,Manufacturing,Increasing,Low,139305.88,Bachelor’s Degree,8,190,5289,67.42,82.93,India,52.5,79.61,78.18,82.28,79.48,82.39
Ceramics designer,Retail,Increasing,High,103966.41,Associate Degree,18,1371,9647,48.91,42.04,China,69.36,35.38,36.33,33.21,36.85,43.93
"Civil engineer, consulting",Finance,Increasing,Low,36300.33,Master’s Degree,1,4217,3004,65.16,74.63,China,50.21,73.3,72.06,75.11,73.23,67.4
"Merchandiser, retail",Transportation,Decreasing,High,64009.92,Bachelor’s Degree,11,4256,3743,54.02,22.89,India,50.42,13.96,18.76,15.18,18.53,20.03
"Surveyor, mining",Finance,Increasing,Moderate,58470.87,PhD,2,4659,9632,31.84,36.56,Brazil,26.36,31.22,31.23,33.44,35.4,36.29
Counsellor,Healthcare,Decreasing,Low,116182.85,Bachelor’s Degree,9,4499,5606,21.86,74.15,Canada,62.2,75.26,73.09,69.2,68.66,75.23
Call centre manager,Retail,Increasing,Moderate,54326.89,Associate Degree,1,7935,4193,17.92,49.22,Canada,38.23,44.4,45.57,44.55,47.21,43.79
Interior and spatial designer,Transportation,Increasing,Moderate,89843.76,PhD,12,5717,5743,8.04,64.29,China,65.67,54.47,70.33,53.89,58.71,59.26
Land,Manufacturing,Increasing,Low,114765.03,PhD,12,769,2398,24.45,80.17,Brazil,50.38,72.77,76.1,73.35,81.77,79.91
General practice doctor,IT,Decreasing,Low,99479.53,Associate Degree,18,5114,154,82.05,28.56,UK,70.7,24.37,24.94,23.75,24.6,30.61
Hospital doctor,Retail,Decreasing,High,70336.14,Associate Degree,1,682,4198,88.23,13.21,Canada,56.75,7.57,8.76,9.89,11.04,9.29
Holiday representative,Transportation,Decreasing,Low,48112.77,Associate Degree,11,2022,3958,64.41,84.59,Germany,76.35,82.6,92.14,82.77,90.18,84.47
"Lighting technician, broadcasting/film/video",Manufacturing,Decreasing,Low,71013.65,High School,0,2228,500,77.7,93.03,Australia,63.36,91.53,92.18,83.03,85.42,91.71
Data scientist,Manufacturing,Decreasing,Moderate,139029.44,High School,12,4614,4356,77.09,13.63,UK,70.2,12.93,9.55,12.22,10.25,14.64
"Scientist, water quality",Transportation,Increasing,High,138079.1,Master’s Degree,20,4037,5177,2.54,97.93,Canada,22.22,84.9,97.53,93.85,94.5,99.7
Economist,Finance,Increasing,Low,78572.98,Associate Degree,15,8323,6769,44.49,86.48,Germany,78.04,87.81,76.73,86.77,78.02,82.9
Proofreader,Entertainment,Decreasing,Low,69011.07,PhD,20,6146,1221,55.21,58.86,Canada,76.99,47.13,55.18,57.42,60.59,59.2
"Scientist, physiological",IT,Increasing,Moderate,92914.51,Associate Degree,14,4848,7105,78.88,12.33,Brazil,65.13,4.93,8.07,10.35,11.29,14.73
"Investment banker, operational",IT,Decreasing,Low,62599.9,PhD,16,5581,1785,95.21,35.4,Canada,37.12,28.78,34.48,28.49,30.11,34.32
"Accountant, chartered",Manufacturing,Increasing,High,46767.61,High School,10,5413,266,66.31,72.76,Brazil,40.55,65.8,71.2,71.32,76.49,73.72
Marine scientist,IT,Increasing,Low,81542.54,PhD,17,1272,8793,43.64,74.38,China,45.25,70.88,65.94,70.28,75.74,84.29
Operations geologist,Healthcare,Increasing,Low,97459.61,High School,13,1629,9227,10.56,21.31,Australia,35.66,17.41,22.15,20.09,20.72,19.14
Environmental health practitioner,Healthcare,Increasing,Low,139485.42,High School,6,6512,6757,21.05,45.47,UK,43.44,42,43.53,46.74,48.95,43.67
"Sound technician, broadcasting/film/video",Entertainment,Decreasing,Moderate,112405.31,PhD,2,972,7496,97.21,49.92,India,58.21,43.27,48.18,46.18,51.13,50.83
Diplomatic Services operational officer,Finance,Decreasing,High,94350.12,Master’s Degree,12,5498,7845,0.92,39.57,Australia,26.95,30.18,35.81,36.23,35.84,39.26
Paramedic,Entertainment,Increasing,High,88450.62,PhD,1,4409,1411,9.75,46.31,Germany,27.17,36.95,39.94,44.68,42.93,46.31
"Production assistant, radio",Transportation,Increasing,Low,37810.42,PhD,17,4450,4446,97.83,40.92,Canada,68.55,33.45,37.95,39.48,37.82,40.53
"Engineer, land",Entertainment,Decreasing,Low,142298.28,Master’s Degree,10,5436,2102,13.26,91.16,India,30.12,88.61,84.01,77.05,85.91,81.54
"Engineer, technical sales",Education,Increasing,Moderate,46197.72,Bachelor’s Degree,3,1801,5958,20.77,67.24,UK,45.82,67.29,69.22,61.61,62.5,65.42
Financial controller,Education,Increasing,High,56781.22,PhD,9,6373,9546,46.39,82.59,Brazil,76.77,76.68,77,73.79,81.07,78.28
Data processing manager,Retail,Increasing,Moderate,32725.13,PhD,18,2594,9299,15.2,47.44,UK,47.19,38.34,42.41,45.13,44.98,48.01
"Lecturer, further education",Entertainment,Increasing,Moderate,118590.15,Associate Degree,15,3962,4435,93.01,88.55,Australia,60.78,91.61,84.34,91.38,80.65,73.75
Archaeologist,Transportation,Decreasing,High,80345.17,High School,1,7658,7757,83.81,32.57,Germany,65.2,23.97,26.36,25.69,31.5,29.73
Clinical molecular geneticist,Transportation,Decreasing,High,46813.02,Master’s Degree,20,3567,3448,63.18,6.47,China,20.32,0,1.2,4.63,2.83,4.33
Commissioning editor,Entertainment,Increasing,High,83893.09,High School,14,3455,5034,83.78,43.09,Australia,71.32,40.02,41.99,43.28,44.44,35.27
"Engineer, mining",Manufacturing,Decreasing,Moderate,120605.23,Bachelor’s Degree,11,438,6270,96.59,38.46,Brazil,28.79,31.85,40.7,37.56,41.54,40.05
Administrator,Education,Increasing,High,127292.63,Bachelor’s Degree,2,8914,4609,94.52,32.8,Germany,23.51,30.85,31.58,30.47,31.6,29.35
Charity officer,Manufacturing,Increasing,Moderate,107911.32,Associate Degree,9,3614,1533,33.54,42.19,China,62.48,36.67,37.78,40.82,42.6,44
Commercial art gallery manager,IT,Increasing,Moderate,74765.32,High School,0,799,9925,6.89,45.25,Brazil,67.89,43.2,41.95,43.01,38.45,39.15
Secondary school teacher,Manufacturing,Decreasing,Moderate,97234.63,Associate Degree,4,2299,8097,36.98,90.97,Canada,57.45,88.5,86.49,89.19,84.74,90.21
Seismic interpreter,Healthcare,Increasing,High,114861.78,Bachelor’s Degree,20,4884,6787,26.99,94.55,USA,33.18,88.5,93.43,94.82,94.38,88.89
"Pharmacist, hospital",Healthcare,Decreasing,High,81263.71,Associate Degree,20,5328,9517,18.55,50.09,Germany,55.21,45.78,52.05,46.23,46.51,51.63
"Therapist, music",IT,Increasing,Low,112530.92,Associate Degree,18,2327,9591,75.28,29.83,Australia,30.39,23.24,23.48,25.03,30.05,28.32
Dentist,Retail,Increasing,Moderate,145375.46,Master’s Degree,13,6498,2998,85.63,1.95,India,66.88,0,0.19,0,0,0.68
Chief of Staff,IT,Increasing,High,134183.4,Associate Degree,15,6065,8786,77.76,77.38,Brazil,70.29,64.58,73.41,69.91,69.51,81.96
"Scientist, forensic",Entertainment,Increasing,Low,142947.61,Bachelor’s Degree,6,8080,7562,56.86,82.46,Canada,49.21,78.06,79.41,78.07,76.49,75.83
"Investment banker, operational",Finance,Decreasing,Low,38297.11,Associate Degree,11,9396,8210,20.93,32.74,China,73.42,30.69,27.98,24.98,29.03,31.19
Medical secretary,Finance,Increasing,High,49993.35,PhD,15,7455,971,20.37,25.23,Australia,20.86,15.75,20.11,19.6,24.05,25.62
Chief Technology Officer,Transportation,Increasing,Moderate,75877.13,High School,10,6486,6679,74.29,4.44,Germany,25.7,0,0,3.16,2.9,4.58
Investment analyst,IT,Increasing,Moderate,84724.36,Master’s Degree,19,8677,9819,18.3,99.55,USA,54.78,95.19,90.5,100,100,96.15
Purchasing manager,IT,Decreasing,High,69281.61,PhD,18,9507,3668,56.41,12.84,Australia,30.95,5.04,4.82,7.22,7.77,9.22
Engineering geologist,Entertainment,Increasing,High,71792.43,Bachelor’s Degree,16,7979,994,78.41,6.07,China,51.92,0.87,0,0.86,2.93,2.96
Clinical research associate,Entertainment,Increasing,Moderate,130734.67,Associate Degree,20,1914,9945,56.68,82.32,Canada,66.12,77.52,76.27,83.29,84.4,81.26
"Programmer, systems",Education,Decreasing,Moderate,142955.76,High School,20,9025,755,7.39,29.54,China,56.56,25.05,27.05,27.16,32.31,28.24
Trade union research officer,Healthcare,Decreasing,Moderate,110015.53,Bachelor’s Degree,6,3985,3250,13.48,37.64,Brazil,39.37,35.24,36.94,39.66,35.51,33.18
Biomedical engineer,IT,Increasing,Moderate,63745.48,PhD,10,5256,3765,38.35,95.89,China,23.38,88.93,94.85,93.07,90.49,92.91
Public relations account executive,IT,Increasing,Low,140285.23,High School,10,8576,6566,51.49,78.81,USA,65.27,70.24,73.73,72.3,78.22,79.69
"Development worker, community",IT,Increasing,High,149977.98,High School,10,218,4191,72.1,12.98,India,29.56,3.39,6.84,9.45,11.8,11.27
Materials engineer,Retail,Decreasing,Low,95551.27,Bachelor’s Degree,17,3752,7180,24.07,57.12,Germany,33.06,52.22,47.55,53.77,51.76,56.58
"Therapist, art",Transportation,Decreasing,Moderate,145141.41,Associate Degree,17,8188,5489,79.43,68.41,USA,76,66.3,67.05,68.34,61.12,62.18
Theatre manager,Transportation,Increasing,Low,32902.27,Master’s Degree,13,3366,7644,74.5,81.41,UK,65.37,82.98,70.63,82.06,79.26,79.39
"Administrator, sports",Transportation,Increasing,Moderate,84662.13,Bachelor’s Degree,2,6003,7511,68.34,40.12,USA,22.02,35.65,41.01,34.97,37.03,42.16
Materials engineer,Transportation,Increasing,Moderate,144083.94,Associate Degree,17,2106,5212,33.74,45.4,Australia,58.63,37.89,43.83,42.27,36.99,44.73
"Solicitor, Scotland",Entertainment,Increasing,High,83687.15,PhD,16,8144,5227,92.16,92.91,Canada,47.34,86.79,88.63,91.98,92.86,91.63
Data processing manager,Healthcare,Increasing,High,42872.07,High School,0,9185,3587,70.74,4.05,UK,60.96,2,0.33,2.18,1.07,0
Clothing/textile technologist,Entertainment,Increasing,Moderate,146438.56,PhD,3,3518,5134,88.19,94.78,Germany,59.98,86.38,91.21,84.81,88.91,100
Armed forces logistics/support/administrative officer,Finance,Increasing,Low,59324.21,Associate Degree,14,2053,546,49.27,61.26,India,22.01,56.11,59.41,55.85,54.99,57.03
Actor,Education,Decreasing,Low,89275.44,PhD,7,6761,381,35.23,10.33,Australia,25.41,10.5,8.4,9.5,8.34,11.33
Trade union research officer,Entertainment,Decreasing,Moderate,52660.09,Associate Degree,9,8449,9993,32.78,22.48,Canada,36.76,20.54,23.37,20.9,18.38,17.4
"Psychologist, educational",Manufacturing,Decreasing,Moderate,124644.89,Master’s Degree,13,9482,4443,52.21,44.47,Germany,43.77,44.21,36.03,41.87,45.75,48.44
"Pilot, airline",Manufacturing,Increasing,Low,119661.38,PhD,10,5614,869,27.86,14.54,China,46.74,10,12.61,12.62,12.01,16.39
Chief Strategy Officer,Finance,Decreasing,Moderate,111702.61,Bachelor’s Degree,0,8194,1728,0.82,7.83,China,22.45,2.82,0.96,3.88,4.77,7.38
"Scientist, marine",Finance,Increasing,High,95328.45,PhD,2,2374,8253,17.04,55.7,Canada,61.64,53.95,50.52,50.13,52.27,55.42
Government social research officer,IT,Increasing,Moderate,119891.36,High School,5,6013,2834,18.98,10.82,Brazil,56.54,0.16,6.85,6.63,7.59,8.57
Quality manager,Retail,Increasing,High,101539.01,Bachelor’s Degree,20,4855,947,14.85,87.9,China,55.14,81.77,79.27,77.65,87.76,83.64
Graphic designer,Entertainment,Decreasing,Low,35521.13,PhD,16,4619,8869,31.58,33.2,Canada,47.23,30.26,29.91,34.33,32.98,35.25
Paediatric nurse,Transportation,Decreasing,High,147526.41,Master’s Degree,9,3333,3177,63.81,11.81,India,73.71,6.72,9.88,5.01,11.93,9.05
Town planner,Education,Increasing,High,56927.9,Master’s Degree,8,9122,8043,69.07,1,Brazil,62.84,0,0,0,0.35,2.47
"Pilot, airline",Education,Decreasing,Moderate,106724.48,Bachelor’s Degree,16,6764,2836,43.59,5.11,Brazil,53.49,0,3.61,1.98,2.04,3.69
Pharmacologist,Entertainment,Increasing,High,51524.98,Associate Degree,2,2349,5338,2.51,45.25,Australia,45.36,39.02,38.16,37.82,41.47,45.61
Barrister,Transportation,Decreasing,Low,111417.31,Bachelor’s Degree,9,593,9299,31.48,73.54,UK,75.62,71.52,68.84,70.77,69.28,73.68
Air cabin crew,Entertainment,Decreasing,High,107347.74,Master’s Degree,1,4482,7419,45.31,33.1,India,23.47,28.76,25.93,27.94,31.91,38.1
Paediatric nurse,Retail,Decreasing,Moderate,102456.41,High School,1,5463,1683,44.21,19.28,Brazil,61.7,16.2,15.3,14.41,19.69,16.68
"Scientist, product/process development",Healthcare,Increasing,Moderate,149532.57,Bachelor’s Degree,17,1275,7951,23.91,87.53,China,59.23,83.68,83.53,85.36,82.41,90.86
"Engineer, production",Entertainment,Increasing,Moderate,139275.77,PhD,10,4843,7740,56.1,88.37,UK,65.37,85.19,83.11,84.37,84.96,87.87
Ambulance person,Healthcare,Increasing,High,38736.14,PhD,15,1934,3260,46.44,49.05,USA,25.65,42.83,42.82,46.03,49.4,52.83
Licensed conveyancer,Healthcare,Increasing,Moderate,45171.81,Bachelor’s Degree,5,1108,5828,3.5,71.88,UK,75.19,69.55,72.45,73.06,71.86,72.96
Physiotherapist,Finance,Increasing,Low,143353.76,PhD,6,4618,501,15.39,60.89,USA,58.92,55.38,55.1,55.19,58.58,60.93
